A 0 
A 1 
A 2 
A 3 
A 4 
A 5 
A 6  
A 7 
A 8 
A 9 
A 10 
A 11  
A 12 
A 13 
A 14  
A 15 
A 16 
A 17 
A 18 
A 19  
A 20 
A 21 
A 22  
A 23 
A 24 
A 25 
A 26 
A 27 
A 28 
A 29 
CZ 0 1
CZ 0 2
CZ 1 2
CZ 0 3
CZ 1 3
CZ 2 3
CZ 0 4
CZ 1 4
CZ 2 4
CZ 3 4
CZ 0 5
CZ 1 5
CZ 2 5
CZ 3 5
CZ 4 5
CZ 0 6
CZ 1 6
CZ 2 6
CZ 3 6
CZ 4 6
CZ 5 6
CZ 0 7
CZ 1 7
CZ 2 7
CZ 3 7
CZ 4 7
CZ 5 7
CZ 6 7
CZ 0 8
CZ 1 8
CZ 2 8
CZ 3 8
CZ 4 8
CZ 5 8
CZ 6 8
CZ 7 8
CZ 0 9
CZ 1 9
CZ 2 9
CZ 3 9
CZ 4 9
CZ 5 9
CZ 6 9
CZ 7 9
CZ 8 9
CZ 0 10
CZ 1 10
CZ 2 10
CZ 3 10
CZ 4 10
CZ 5 10
CZ 6 10
CZ 7 10
CZ 8 10
CZ 9 10
CZ 0 11
CZ 1 11
CZ 2 11
CZ 3 11
CZ 4 11
CZ 5 11
CZ 6 11
CZ 7 11
CZ 8 11
CZ 9 11
CZ 10 11
CZ 0 12
CZ 1 12
CZ 2 12
CZ 3 12
CZ 4 12
CZ 5 12
CZ 6 12
CZ 7 12
CZ 8 12
CZ 9 12
CZ 10 12
CZ 11 12
CZ 0 13
CZ 1 13
CZ 2 13
CZ 3 13
CZ 4 13
CZ 5 13
CZ 6 13
CZ 7 13
CZ 8 13
CZ 9 13
CZ 10 13
CZ 11 13
CZ 12 13
CZ 0 14
CZ 1 14
CZ 2 14
CZ 3 14
CZ 4 14
CZ 5 14
CZ 6 14
CZ 7 14
CZ 8 14
CZ 9 14
CZ 10 14
CZ 11 14
CZ 12 14
CZ 13 14
CZ 0 15
CZ 1 15
CZ 2 15
CZ 3 15
CZ 4 15
CZ 5 15
CZ 6 15
CZ 7 15
CZ 8 15
CZ 9 15
CZ 10 15
CZ 11 15
CZ 12 15
CZ 13 15
CZ 14 15
CZ 0 16
CZ 1 16
CZ 2 16
CZ 3 16
CZ 4 16
CZ 5 16
CZ 6 16
CZ 7 16
CZ 8 16
CZ 9 16
CZ 10 16
CZ 11 16
CZ 12 16
CZ 13 16
CZ 14 16
CZ 15 16
CZ 0 17
CZ 1 17
CZ 2 17
CZ 3 17
CZ 4 17
CZ 5 17
CZ 6 17
CZ 7 17
CZ 8 17
CZ 9 17
CZ 10 17
CZ 11 17
CZ 12 17
CZ 13 17
CZ 14 17
CZ 15 17
CZ 16 17
CZ 0 18
CZ 1 18
CZ 2 18
CZ 3 18
CZ 4 18
CZ 5 18
CZ 6 18
CZ 7 18
CZ 8 18
CZ 9 18
CZ 10 18
CZ 11 18
CZ 12 18
CZ 13 18
CZ 14 18
CZ 15 18
CZ 16 18
CZ 17 18
CZ 0 19
CZ 1 19
CZ 2 19
CZ 3 19
CZ 4 19
CZ 5 19
CZ 6 19
CZ 7 19
CZ 8 19
CZ 9 19
CZ 10 19
CZ 11 19
CZ 12 19
CZ 13 19
CZ 14 19
CZ 15 19
CZ 16 19
CZ 17 19
CZ 18 19 
CZ 0 20
CZ 1 20
CZ 2 20
CZ 3 20
CZ 4 20
CZ 5 20
CZ 6 20
CZ 7 20
CZ 8 20
CZ 9 20
CZ 10 20
CZ 11 20
CZ 12 20
CZ 13 20
CZ 14 20
CZ 15 20
CZ 16 20
CZ 17 20
CZ 18 20
CZ 19 20 
CZ 0 21
CZ 1 21
CZ 2 21
CZ 3 21
CZ 4 21
CZ 5 21
CZ 6 21
CZ 7 21
CZ 8 21
CZ 9 21
CZ 10 21
CZ 11 21
CZ 12 21
CZ 13 21
CZ 14 21
CZ 15 21
CZ 16 21
CZ 17 21
CZ 18 21
CZ 19 21
CZ 20 21
CZ 0 22
CZ 1 22
CZ 2 22
CZ 3 22
CZ 4 22
CZ 5 22
CZ 6 22
CZ 7 22
CZ 8 22
CZ 9 22
CZ 10 22
CZ 11 22
CZ 12 22
CZ 13 22
CZ 14 22
CZ 15 22
CZ 16 22
CZ 17 22
CZ 18 22
CZ 19 22
CZ 20 22
CZ 21 22
CZ 0 23
CZ 1 23
CZ 2 23
CZ 3 23
CZ 4 23
CZ 5 23
CZ 6 23
CZ 7 23
CZ 8 23
CZ 9 23
CZ 10 23
CZ 11 23
CZ 12 23
CZ 13 23
CZ 14 23
CZ 15 23
CZ 16 23
CZ 17 23
CZ 18 23
CZ 19 23
CZ 20 23
CZ 21 23
CZ 22 23
CZ 0 24
CZ 1 24
CZ 2 24
CZ 3 24
CZ 4 24
CZ 5 24
CZ 6 24
CZ 7 24
CZ 8 24
CZ 9 24
CZ 10 24
CZ 11 24
CZ 12 24
CZ 13 24
CZ 14 24
CZ 15 24
CZ 16 24
CZ 17 24
CZ 18 24
CZ 19 24
CZ 20 24
CZ 21 24
CZ 22 24
CZ 23 24
CZ 0 25
CZ 1 25
CZ 2 25
CZ 3 25
CZ 4 25
CZ 5 25
CZ 6 25
CZ 7 25
CZ 8 25
CZ 9 25
CZ 10 25
CZ 11 25
CZ 12 25
CZ 13 25
CZ 14 25
CZ 15 25
CZ 16 25
CZ 17 25
CZ 18 25
CZ 19 25
CZ 20 25
CZ 21 25
CZ 22 25
CZ 23 25
CZ 24 25
CZ 0 26
CZ 1 26
CZ 2 26
CZ 3 26
CZ 4 26
CZ 5 26
CZ 6 26
CZ 7 26
CZ 8 26
CZ 9 26
CZ 10 26
CZ 11 26
CZ 12 26
CZ 13 26
CZ 14 26
CZ 15 26
CZ 16 26
CZ 17 26
CZ 18 26
CZ 19 26
CZ 20 26
CZ 21 26
CZ 22 26
CZ 23 26
CZ 24 26
CZ 25 26
CZ 0 27
CZ 1 27
CZ 2 27
CZ 3 27
CZ 4 27
CZ 5 27
CZ 6 27
CZ 7 27
CZ 8 27
CZ 9 27
CZ 10 27
CZ 11 27
CZ 12 27
CZ 13 27
CZ 14 27
CZ 15 27
CZ 16 27
CZ 17 27
CZ 18 27
CZ 19 27
CZ 20 27
CZ 21 27
CZ 22 27
CZ 23 27
CZ 24 27
CZ 25 27
CZ 26 27
CZ 0 28
CZ 1 28
CZ 2 28
CZ 3 28
CZ 4 28
CZ 5 28
CZ 6 28
CZ 7 28
CZ 8 28
CZ 9 28
CZ 10 28
CZ 11 28
CZ 12 28
CZ 13 28
CZ 14 28
CZ 15 28
CZ 16 28
CZ 17 28
CZ 18 28
CZ 19 28
CZ 20 28
CZ 21 28
CZ 22 28
CZ 23 28
CZ 24 28
CZ 25 28
CZ 26 28
CZ 27 28
CZ 0 29
CZ 1 29
CZ 2 29
CZ 3 29
CZ 4 29
CZ 5 29
